Tag,MayRank,TotalRank,QuestionsInMay,QuestionsTotal
"hsqldb","2481","2125","19","2011"
"menuitem","2463","2149","19","1986"
"shared-ptr","2449","2042","19","2108"
"registration","2455","2021","19","2134"
"auto-increment","2509","2174","19","1946"
"hierarchy","2483","2166","19","1956"
"scheduling","2445","2167","19","1956"
"free","2494","2279","19","1832"
"splash-screen","2443","2269","19","1846"
"velocity","2435","2270","19","1845"
"common-table-expression","2496","2253","19","1864"
"fiddler","2490","2250","19","1866"
"css-float","2502","940","19","5245"
"mercurial","2464","682","19","7521"
"nsstring","2468","740","19","6882"
"conditional-formatting","2499","3658","19","989"
"animated-gif","2512","3672","19","984"
"translate","2438","3739","19","958"
"missing-data","2465","3717","19","966"
"querydsl","2457","3527","19","1031"
"text-processing","2437","3531","19","1030"
"wireless","2428","3500","19","1043"
"watch","2430","3469","19","1054"
"template-meta-programming","2440","3476","19","1052"
"bamboo","2511","3606","19","1003"
"websphere-liberty","2432","3555","19","1021"
"image-segmentation","2477","3944","19","892"
"private-key","2462","3962","19","889"
"regex-lookarounds","2454","3900","19","909"
"dpi","2505","4034","19","864"
"sfinae","2450","3999","19","876"
"xtext","2425","3799","19","940"
"finance","2489","3870","19","918"
"social","2444","3837","19","928"
"cloudant","2495","4047","19","860"
"spring-test","2441","4236","19","805"
"hazelcast","2482","2944","19","1319"
"xts","2426","2961","19","1306"
"glob","2480","2969","19","1302"
"powermock","2461","2994","19","1292"
"remote-server","2452","3281","19","1146"
"gsm","2484","3298","19","1134"
"dc.js","2503","3242","19","1163"
"large-data","2474","3194","19","1187"
"right-to-left","2446","3396","19","1094"
"phone","2473","3452","19","1062"
"spss","2442","3367","19","1107"
"jsch","2475","3348","19","1115"
"code-analysis","2497","2664","19","1515"
"rtsp","2447","2665","19","1515"
"argparse","2508","2620","19","1549"
"nslayoutconstraint","2470","2763","19","1445"
"repeat","2456","2872","19","1359"
"cql","2500","2824","19","1398"
"radio","2459","2845","19","1382"
"uipageviewcontroller","2434","2438","19","1688"
"meta-tags","2466","2445","19","1683"
"icalendar","2479","2431","19","1693"
"keyword","2476","2407","19","1716"
"filereader","2492","2390","19","1730"
"selenium-ide","2448","2378","19","1745"
"imagebutton","2478","2529","19","1619"
"redmine","2453","2474","19","1665"
"dapper","2504","2461","19","1672"
"sitemap","2451","2462","19","1671"
"offline","2471","2509","19","1633"
"emgucv","2486","2519","19","1625"
"distributed","2522","2493","18","1647"
"assert","2517","2534","18","1615"
"tcpdf","2590","2572","18","1583"
"compiler-optimization","2527","2573","18","1582"
"iis-express","2544","2578","18","1575"
"binaryfiles","2519","2381","18","1739"
"loopbackjs","2557","2401","18","1720"
"remote-debugging","2576","2416","18","1705"
"lazy-evaluation","2550","2319","18","1796"
"searchview","2582","2757","18","1447"
"maya","2555","2772","18","1432"
"excel-2013","2533","2748","18","1452"
"google-spreadsheet-api","2539","2789","18","1422"
"informix","2547","2634","18","1538"
"sidekiq","2580","2628","18","1542"
"scala-collections","2584","3352","18","1113"
"regex-negation","2575","3374","18","1104"
"predicate","2570","3390","18","1097"
"waterline","2594","3391","18","1096"
"claims-based-identity","2531","3401","18","1090"
"typeclass","2591","3190","18","1189"
"getter","2541","3184","18","1192"
"builder","2518","3293","18","1136"
"dompdf","2521","3310","18","1130"
"restful-authentication","2574","3280","18","1146"
"plesk","2560","3270","18","1152"
"spock","2585","3022","18","1276"
"mesh","2566","2903","18","1343"
"diagram","2523","3069","18","1246"
"loader","2556","3036","18","1270"
"put","2573","3042","18","1266"
"modeling","2564","3105","18","1227"
"powerpoint-vba","2569","3115","18","1224"
"getter-setter","2542","3122","18","1222"
"android-scrollview","2515","3161","18","1202"
"lifecycle","2551","3168","18","1197"
"omnet++","2561","4248","18","803"
"production","2571","4205","18","813"
"window-functions","2593","4104","18","841"
"ssis-2012","2587","4164","18","825"
"channel","2532","3852","18","923"
"gremlin","2536","3854","18","922"
"zipfile","2597","3800","18","940"
"mathjax","2554","3801","18","939"
"gnome","2538","3761","18","951"
"products","2572","3997","18","877"
"jacoco","2548","3987","18","879"
"hyper-v","2543","4033","18","864"
"signature","2579","3560","18","1017"
"shared-hosting","2581","3478","18","1051"
"ssdt","2589","3532","18","1030"
"dbpedia","2525","3691","18","976"
"facebook-sdk-4.0","2535","3659","18","988"
"onedrive","2562","3651","18","991"
"similarity","2578","3633","18","995"
"windows-store-apps","2596","762","18","6697"
"phonegap-plugins","2559","1135","18","4232"
"sql-server-2005","2586","298","18","18156"
"laravel-4","2552","379","18","14154"
"contains","2528","2290","18","1822"
"git-branch","2540","2204","18","1913"
"server-side","2583","2195","18","1919"
"reload","2577","2192","18","1921"
"collision","2529","2018","18","2137"
"axapta","2516","2081","18","2069"
"sqlplus","2588","2050","18","2101"
"private","2568","2053","18","2100"
"installshield","2546","2118","18","2019"
"uilocalnotification","2592","2107","18","2031"
"mstest","2563","1885","18","2317"
"deadlock","2524","1897","18","2301"
"kml","2553","1947","18","2225"
"indentation","2545","1972","18","2197"
"mechanize","2567","1853","18","2381"
"jtextfield","2549","1806","18","2456"
"clipboard","2530","1783","18","2490"
"wrapper","2595","1774","18","2502"
"dotnetnuke","2520","1636","18","2777"
"global","2537","1588","18","2881"
"lotus-notes","2558","1654","18","2737"
"constants","2526","1458","18","3164"
"metaprogramming","2565","1461","18","3158"
"excel-2007","2534","1390","18","3357"
"pinvoke","2640","1466","17","3152"
"each","2679","1477","17","3124"
"nokogiri","2635","1480","17","3117"
"codeigniter-2","2668","1574","17","2916"
"function-pointers","2654","1576","17","2913"
"delphi-7","2673","1676","17","2683"
"mvvm-light","2637","1761","17","2526"
"drawable","2678","1793","17","2475"
"bufferedreader","2684","1855","17","2380"
"solaris","2619","1865","17","2360"
"visibility","2599","1849","17","2390"
"c++builder","2685","1962","17","2211"
"code-first","2669","2002","17","2153"
"rgb","2624","1914","17","2271"
"versioning","2608","1918","17","2268"
"normalization","2634","1926","17","2257"
"breakpoints","2681","2148","17","1986"
"ksh","2646","2117","17","2020"
"soundcloud","2620","2049","17","2102"
"entity-relationship","2658","2068","17","2086"
"android-alertdialog","2691","2014","17","2139"
"quicksort","2629","2191","17","1922"
"freemarker","2660","2214","17","1904"
"user-defined-functions","2606","2170","17","1949"
"client-side","2665","2175","17","1943"
"static-methods","2618","2178","17","1939"
"sql-delete","2617","2305","17","1808"
"development-environment","2675","2275","17","1835"
"photoshop","2642","2251","17","1866"
"telnet","2614","2230","17","1881"
"submit","2615","1106","17","4378"
"tortoisesvn","2611","1115","17","4334"
"nsmutablearray","2633","951","17","5173"
"dicom","2674","3620","17","1000"
"yahoo","2598","3667","17","986"
"tcp-ip","2612","3697","17","973"
"google-translate","2655","3698","17","972"
"remote-desktop","2627","3512","17","1037"
"countdowntimer","2671","3477","17","1051"
"python-module","2630","4025","17","866"
"extbase","2657","3984","17","880"
"palindrome","2644","3908","17","905"
"verification","2607","3943","17","893"
"bootloader","2683","3882","17","913"
"recommendation-engine","2628","4186","17","817"
"phaser-framework","2643","4154","17","827"
"unordered-map","2603","4052","17","858"
"atlassian","2687","4053","17","857"
"rfid","2623","4258","17","801"
"bit-shift","2680","3172","17","1196"
"folders","2662","3130","17","1218"
"java-io","2649","3075","17","1243"
"robolectric","2622","3079","17","1240"
"android-lifecycle","2689","2912","17","1336"
"multi-select","2638","2936","17","1324"
"github-api","2653","2943","17","1319"
"shuffle","2625","2959","17","1308"
"popupwindow","2641","2930","17","1326"
"combinatorics","2667","2934","17","1325"
"classcastexception","2664","3032","17","1271"
"webrequest","2602","3256","17","1160"
"bootstrapping","2682","3261","17","1157"
"web-worker","2601","3304","17","1132"
"checksum","2663","3185","17","1191"
"mmap","2632","3230","17","1172"
"flux","2661","3427","17","1078"
"interactive","2650","3449","17","1064"
"linechart","2645","3447","17","1066"
"angularjs-filter","2690","3368","17","1106"
"runnable","2621","2597","17","1559"
"avd","2688","2608","17","1553"
"freebsd","2659","2654","17","1523"
"tk","2610","2679","17","1509"
"keylistener","2647","2736","17","1464"
"uninstall","2604","2785","17","1424"
"styling","2616","2781","17","1426"
"windows-forms-designer","2600","2808","17","1407"
"tiff","2609","2800","17","1413"
"credentials","2672","2791","17","1421"
"clock","2666","2743","17","1454"
"interceptor","2651","2767","17","1440"
"placeholder","2639","2840","17","1386"
"prompt","2631","2817","17","1401"
"cas","2686","2876","17","1355"
"division","2677","2883","17","1352"
"kernel-module","2648","2858","17","1374"
"simpledateformat","2626","2364","17","1757"
"noclassdeffounderror","2636","2420","17","1699"
"tar","2613","2424","17","1696"
"compiler-warnings","2670","2400","17","1720"
"graphviz","2656","2593","17","1560"
"database-performance","2676","2535","17","1615"
"v8","2605","2451","17","1677"
"ibm-midrange","2652","2460","17","1672"
"text-editor","2780","2475","16","1665"
"reset","2765","2466","16","1670"
"coded-ui-tests","2717","2504","16","1638"
"directive","2704","2558","16","1592"
"bit","2702","2551","16","1599"
"email-attachments","2728","2549","16","1603"
"caliburn.micro","2699","2585","16","1568"
"python-2.x","2759","2586","16","1567"
"procedure","2757","2582","16","1572"
"user-agent","2788","2399","16","1722"
"exit","2729","2408","16","1715"
"git-merge","2733","2425","16","1694"
"windows-7-x64","2791","2439","16","1688"
"code-signing","2719","2346","16","1767"
"rpc","2774","2324","16","1789"
"infinite-scroll","2736","2854","16","1376"
"apache-commons","2695","2882","16","1353"
"jsp-tags","2740","2875","16","1355"
"video.js","2786","2871","16","1359"
"quickblox","2764","2786","16","1424"
"encapsulation","2727","2737","16","1463"
"nsattributedstring","2753","2705","16","1492"
"trim","2784","2691","16","1498"
"comparator","2721","2636","16","1536"
"interpreter","2735","2615","16","1551"
"sharding","2772","3392","16","1096"
"composition","2716","3340","16","1118"
"marker","2741","3322","16","1126"
"uicollectionviewlayout","2783","3457","16","1059"
"schema.org","2775","3423","16","1080"
"database-replication","2705","3227","16","1173"
"typoscript","2781","3241","16","1163"
"wikipedia","2790","3239","16","1167"
"delete-row","2711","3186","16","1191"
"user-experience","2787","3309","16","1130"
"preview","2758","3266","16","1155"
"q","2761","3027","16","1273"
"smack","2768","3008","16","1283"
"shadow","2773","2981","16","1297"
"android-library","2696","2976","16","1299"
"packaging","2746","2970","16","1302"
"google-api-php-client","2732","2926","16","1329"
"graphics2d","2731","2960","16","1306"
"permalinks","2742","2911","16","1337"
"sendgrid","2771","2892","16","1347"
"dynamic-memory-allocation","2703","2895","16","1346"
"vaadin7","2789","3068","16","1247"
"simd","2770","3121","16","1222"
"nfs","2751","4259","16","801"
"yql","2794","4247","16","803"
"qa","2762","4223","16","809"
"sign","2769","4103","16","842"
"asp.net-core-1.0","2698","4092","16","846"
"qt-designer","2760","4166","16","824"
"crosstab","2715","3844","16","927"
"sitecore8","2767","3804","16","938"
"area","2697","3907","16","905"
"uart","2782","4038","16","862"
"cqrs","2712","3525","16","1032"
"mount","2756","3562","16","1016"
"qemu","2763","3571","16","1014"
"acrobat","2693","3539","16","1027"
"multilanguage","2750","3546","16","1025"
"opencart2.x","2744","3587","16","1010"
"memory-address","2755","3559","16","1017"
"database-backups","2706","3742","16","957"
"visio","2793","3666","16","987"
"interface-builder","2734","883","16","5623"
"c-preprocessor","2714","1117","16","4312"
"ios9","2738","1145","16","4198"
"air","2692","671","16","7668"
"actionscript","2694","576","16","9001"
"code-injection","2720","2231","16","1880"
"fstream","2724","2278","16","1832"
"str-replace","2778","2306","16","1807"
"innerhtml","2737","2300","16","1811"
"cpu-usage","2713","2203","16","1913"
"system-calls","2779","2015","16","2139"
"jcombobox","2739","2070","16","2085"
"file-get-contents","2725","2116","16","2023"
"form-submit","2723","1931","16","2253"
"onchange","2743","2001","16","2154"
"destructor","2710","1977","16","2191"
"obfuscation","2745","1991","16","2171"
"d","2708","1941","16","2236"
"vertical-alignment","2785","1836","16","2413"
"data-annotations","2707","1838","16","2412"
"simple-form","2766","1869","16","2354"
"nstimer","2754","1808","16","2452"
"padding","2747","1724","16","2604"
"stylesheet","2777","1733","16","2576"
"nspredicate","2752","1759","16","2529"
"footer","2722","1751","16","2553"
"ember-cli","2726","1675","16","2684"
"extension-methods","2730","1715","16","2623"
"orchardcms","2749","1640","16","2772"
"subclass","2776","1560","16","2949"
"bundler","2701","1510","16","3051"
"c#-3.0","2700","1373","16","3418"
"orientation","2748","1312","16","3611"
"windows-8.1","2792","1279","16","3692"
"cocos2d-x","2718","1271","16","3716"
"custom-controls","2709","1298","16","3649"
"rvm","2821","1277","15","3695"
"richfaces","2825","1264","15","3741"
"afnetworking","2899","1308","15","3628"
"controls","2878","1449","15","3206"
"corona","2882","1554","15","2966"
"marshalling","2847","1645","15","2758"
"activeadmin","2898","1582","15","2895"
"jpa-2.0","2855","1605","15","2846"
"gd","2861","1721","15","2613"
"master-pages","2848","1683","15","2676"
"center","2876","1653","15","2737"
"default","2884","1772","15","2504"
"geocoding","2862","1827","15","2427"
"jscrollpane","2851","1841","15","2401"
"lightbox","2854","1975","15","2193"
"el","2891","1886","15","2316"
"scalability","2819","2146","15","1988"
"datatemplate","2889","2062","15","2091"
"fopen","2872","2046","15","2106"
"core-audio","2879","2027","15","2130"
"keypress","2852","2197","15","1916"
"resteasy","2827","2223","15","1893"
"resultset","2824","2221","15","1897"
"startup","2816","2172","15","1948"
"visual-studio-2008","2798","350","15","15682"
"cut","2885","3678","15","981"
"lag","2853","3622","15","1000"
"spring-jms","2815","3736","15","960"
"voice-recognition","2799","3570","15","1015"
"equation","2868","3517","15","1034"
"createjs","2881","3471","15","1053"
"8086","2901","3494","15","1046"
"database-administration","2886","3485","15","1049"
"jooq","2856","4015","15","869"
"schedule","2820","3929","15","897"
"fluid","2873","3807","15","938"
"word","2797","3810","15","937"
"android-coordinatorlayout","2903","3757","15","952"
"msdn","2834","3825","15","933"
"websphere-8","2801","3871","15","918"
"database-normalization","2887","4162","15","826"
"clang++","2874","4187","15","816"
"recursive-query","2830","4126","15","835"
"endpoint","2867","4095","15","845"
"pywin32","2832","4061","15","855"
"uitapgesturerecognizer","2804","4069","15","853"
"query-performance","2828","4078","15","850"
"xlrd","2795","4235","15","805"
"exists","2865","3158","15","1203"
"matlab-guide","2849","3154","15","1205"
"volume","2800","3070","15","1245"
"type-inference","2806","3040","15","1267"
"datastax-enterprise","2888","3050","15","1260"
"spring-data-neo4j","2814","3086","15","1237"
"percentage","2843","2897","15","1346"
"bean-validation","2894","2886","15","1350"
"sql-like","2817","2887","15","1350"
"biginteger","2895","2889","15","1348"
"portable-class-library","2846","2925","15","1329"
"fibonacci","2869","2962","15","1305"
"undefined-behavior","2802","3002","15","1284"
"fortran90","2871","3023","15","1275"
"qmake","2831","3015","15","1279"
"specifications","2813","3267","15","1153"
"rethinkdb","2823","3257","15","1159"
"meta","2839","3287","15","1139"
"multipart","2840","3299","15","1134"
"parcelable","2845","3300","15","1134"
"crash-reports","2880","3187","15","1190"
"move-semantics","2833","3229","15","1172"
"init","2859","3234","15","1170"
"lines","2850","3235","15","1170"
"rtmp","2822","3247","15","1162"
"src","2818","3231","15","1171"
"elements","2866","3232","15","1171"
"android-progressbar","2896","3220","15","1176"
"jquery-chosen","2858","3399","15","1091"
"space","2812","2616","15","1550"
"swap","2811","2632","15","1540"
"min","2837","2619","15","1549"
"intersection","2860","2638","15","1533"
"anonymous-function","2897","2648","15","1527"
"quotes","2829","2662","15","1519"
"categories","2893","2692","15","1498"
"tablet","2809","2689","15","1501"
"binary-search","2892","2672","15","1513"
"urlencode","2803","2681","15","1506"
"pcre","2844","2713","15","1486"
"mime","2838","2733","15","1466"
"streamreader","2810","2790","15","1421"
"delete-file","2883","2807","15","1407"
"twitter4j","2805","2758","15","1446"
"grid-layout","2864","2820","15","1399"
"mixins","2836","2842","15","1384"
"opengraph","2842","2332","15","1782"
"abstract","2900","2311","15","1806"
"gpgpu","2863","2345","15","1767"
"configuration-files","2877","2448","15","1680"
"tokenize","2808","2421","15","1698"
"circle","2875","2427","15","1694"
"windows-server-2008-r2","2796","2383","15","1738"
"do-while","2890","2580","15","1573"
"thrift","2807","2591","15","1562"
"android-button","2902","2574","15","1582"
"feed","2870","2533","15","1616"
"onload","2841","2527","15","1619"
"jquery-ui-autocomplete","2857","2523","15","1623"
"shopping-cart","2826","2463","15","1671"
"mongodb-csharp","2835","2459","15","1673"
"rspec-rails","2992","2536","14","1614"
"vi","3004","2546","14","1607"
"executable-jar","2934","2554","14","1597"
"actor","2907","2576","14","1577"
"smart-pointers","2996","2594","14","1560"
"esb","2933","2382","14","1739"
"currency","2920","2409","14","1714"
"stack-trace","2994","2395","14","1726"
"long-integer","2953","2413","14","1707"
"scaling","2993","2440","14","1687"
"core-bluetooth","2921","2434","14","1692"
"desktop","2917","2362","14","1757"
"statusbar","2995","2363","14","1757"
"h.264","2938","2298","14","1813"
"instantiation","2942","2321","14","1793"
"keychain","2950","2837","14","1387"
"contact","2922","2796","14","1419"
"android-theme","2909","2682","14","1506"
"nullable","2968","2699","14","1494"
"traits","3001","2618","14","1549"
"preg-match-all","2980","2607","14","1554"
"fill","2930","3458","14","1059"
"multiplayer","2967","3461","14","1057"
"powerpivot","2981","3443","14","1067"
"labels","2949","3432","14","1072"
"angular-ngmodel","2908","3321","14","1126"
"player","2957","3355","14","1110"
"cherrypy","2924","3248","14","1162"
"volatile","3007","3177","14","1194"
"gsub","2937","3210","14","1180"
"excel-interop","2935","3315","14","1128"
"monogame","2977","3033","14","1271"
"aix","2904","3009","14","1281"
"nsnotificationcenter","2972","3001","14","1285"
"olap","2966","2953","14","1312"
"pseudocode","2979","2980","14","1297"
"blur","2913","2990","14","1294"
"smartcard","2987","2938","14","1321"
"toast","3002","2939","14","1321"
"file-transfer","2932","2890","14","1348"
"cloudkit","2927","2902","14","1344"
"string-comparison","2998","2907","14","1339"
"gettext","2940","2917","14","1334"
"password-protection","2961","3104","14","1227"
"allocation","2905","3074","14","1243"
"using","3003","3081","14","1240"
"taxonomy","3000","3155","14","1204"
"progress","2983","3157","14","1203"
"dimensions","2914","4204","14","813"
"rules","2991","4115","14","838"
"watermark","3006","4127","14","835"
"dbus","2916","4123","14","837"
"ffi","2929","4137","14","832"
"mailto","2954","4176","14","820"
"google-admin-sdk","2939","4167","14","824"
"assign","2912","3857","14","922"
"difference","2918","3883","14","913"
"azure-virtual-machine","2910","3893","14","912"
"java-ee-7","2947","3836","14","928"
"jasperserver","2945","3765","14","949"
"kentico","2952","3806","14","938"
"codeception","2926","3816","14","935"
"meanjs","2975","4037","14","862"
"install4j","2943","3961","14","889"
"jboss6.x","2946","3974","14","883"
"microphone","2974","4002","14","875"
"pandoc","2959","3501","14","1042"
"kettle","2951","3595","14","1007"
"plsqldeveloper","2956","3740","14","958"
"restful-url","2984","3735","14","960"
"chef-recipe","2923","3732","14","961"
"zk","3011","3684","14","979"
"infowindow","2941","3621","14","1000"
"postgresql-9.2","2955","3680","14","980"
".net-4.0","2906","603","14","8557"
"xhtml","3009","802","14","6275"
"xml-serialization","3010","1128","14","4267"
"nsarray","2973","971","14","5091"
"messaging","2976","2183","14","1931"
"nsis","2971","2284","14","1829"
"dao","2915","2244","14","1871"
"nstableview","2969","2238","14","1877"
"foreign-key-relationship","2928","2255","14","1863"
"release","2985","2031","14","2119"
"show","2986","2029","14","2123"
"filestream","2931","2063","14","2091"
"wysiwyg","3008","2140","14","1993"
"pixel","2958","2126","14","2011"
"rmi","2990","1880","14","2331"
"liferay-6","2948","1891","14","2312"
"partial-views","2962","1934","14","2244"
"crop","2919","1905","14","2288"
"icloud","2944","1969","14","2199"
"models","2978","1951","14","2223"
"sleep","2988","1994","14","2170"
"swig","2997","1990","14","2175"
"paint","2960","1863","14","2370"
"greasemonkey","2936","1809","14","2449"
"nsdateformatter","2970","1773","14","2503"
"paypal-ipn","2963","1787","14","2483"
"windows-ce","3005","1739","14","2573"
"phonegap-build","2964","1723","14","2605"
"syntax-highlighting","2999","1709","14","2635"
"code-generation","2925","1635","14","2777"
"opengl-es-2.0","2965","1325","14","3549"
"simplexml","2989","1396","14","3350"
"programming-languages","2982","1234","14","3848"
"asp.net-mvc-routing","2911","1287","14","3679"
"nsdictionary","3063","1244","13","3809"
"core-animation","3102","1255","13","3774"
"sql-server-ce","3039","1313","13","3595"
"backgroundworker","3121","1594","13","2871"
"compatibility","3104","1860","13","2372"
"ravendb","3053","1999","13","2157"
"yeoman","3012","1957","13","2214"
"ajaxcontroltoolkit","3123","1922","13","2260"
"communication","3097","2136","13","2001"
"picturebox","3070","2109","13","2030"
"main","3074","2061","13","2092"
"factory","3083","2026","13","2130"
"facebook-opengraph","3084","2022","13","2134"
"omniauth","3068","2016","13","2138"
"erb","3085","2040","13","2110"
"ehcache","3112","2239","13","1877"
"font-size","3092","2285","13","1828"
"tabcontrol","3030","2288","13","1824"
"msmq","3059","2289","13","1822"
"fluent-nhibernate","3093","889","13","5603"
"ms-access-2007","3060","1142","13","4205"
"windows-phone-8.1","3016","664","13","7785"
"xna","3013","709","13","7201"
"silverlight","3047","185","13","27620"
"mouselistener","3061","3673","13","984"
"githooks","3081","3629","13","996"
"braintree","3116","3700","13","972"
"transitions","3029","3722","13","964"
"overwrite","3069","3723","13","964"
"cpu-registers","3107","3747","13","955"
"uiactivityviewcontroller","3027","3748","13","955"
"constexpr","3103","3741","13","957"
"wildfly-8","3020","3603","13","1004"
"ethernet","3086","3590","13","1009"
"xor","3014","3548","13","1024"
"calculated-columns","3117","3486","13","1049"
"rtp","3041","3528","13","1031"
"literals","3076","3524","13","1032"
"toad","3024","3983","13","881"
"xilinx","3015","3988","13","879"
"bayesian","3120","3989","13","879"
"doubly-linked-list","3110","3971","13","885"
"rhel","3042","3790","13","943"
"subscription","3034","3766","13","949"
"bubble-sort","3115","3849","13","924"
"cache-control","3118","3894","13","912"
"self","3051","3895","13","911"
"email-integration","3088","3880","13","914"
"cube","3105","3864","13","920"
"ssrs-tablix","3038","4172","13","822"
"return-type","3043","4163","13","825"
"fileoutputstream","3090","4153","13","828"
"pubnub","3056","4175","13","820"
"pool","3071","4185","13","817"
"fullpage.js","3095","4114","13","839"
"mobile-application","3058","4094","13","845"
"c-strings","3106","4083","13","848"
"information-retrieval","3080","4065","13","854"
"windows-10-mobile","3019","4206","13","812"
"file-rename","3091","4231","13","807"
"projection","3055","3165","13","1199"
"string-concatenation","3031","3084","13","1238"
"final","3089","3098","13","1230"
"setter","3050","3063","13","1254"
"uistoryboardsegue","3022","2940","13","1321"
"uidatepicker","3026","2977","13","1298"
"string-matching","3033","3010","13","1281"
"datacontext","3109","3014","13","1280"
"jquery-file-upload","3077","3311","13","1130"
"shortest-path","3048","3291","13","1137"
"simulator","3044","3260","13","1158"
"visualforce","3018","3275","13","1147"
"collapse","3098","3271","13","1152"
"naming","3066","3214","13","1177"
"tiles","3025","3188","13","1189"
"solrj","3036","3197","13","1186"
"children","3099","3366","13","1107"
"rebase","3052","3369","13","1106"
"code-snippets","3096","3324","13","1125"
"autotools","3119","3350","13","1114"
"nested-lists","3067","3442","13","1068"
"status","3037","3462","13","1056"
"skspritenode","3046","3408","13","1089"
"getelementbyid","3082","2617","13","1550"
"popover","3073","2637","13","1536"
"popen","3072","2642","13","1531"
"trigonometry","3028","2643","13","1530"
"stringbuilder","3032","2696","13","1496"
"delayed-job","3108","2728","13","1470"
"uisegmentedcontrol","3023","2723","13","1472"
"dynamic-sql","3113","2724","13","1471"
"indy","3079","2797","13","1418"
"jna","3078","2806","13","1407"
"nsview","3065","2812","13","1406"
"quickbooks","3054","2759","13","1446"
"centering","3100","2762","13","1445"
"visual-studio-debugging","3017","2770","13","1436"
"foursquare","3094","2744","13","1453"
"mergesort","3062","2753","13","1449"
"dsl","3114","2833","13","1391"
"android-4.4-kitkat","3124","2843","13","1384"
"sugarcrm","3035","2818","13","1400"
"sizeof","3045","2815","13","1403"
"sidebar","3049","2853","13","1378"
"elementtree","3087","2863","13","1370"
"model-binding","3057","2312","13","1806"
"logcat","3075","2366","13","1751"
"uuid","3021","2391","13","1729"
"dllimport","3111","2589","13","1564"
"rpm","3040","2581","13","1573"
"number-formatting","3064","2562","13","1589"
"abstract-syntax-tree","3122","2478","13","1662"
"classnotfoundexception","3101","2485","13","1654"
"workflow-foundation-4","3218","2514","12","1630"
"android-fragmentactivity","3130","2491","12","1651"
"jena","3163","2472","12","1666"
"ld","3168","2473","12","1665"
"android-contacts","3125","2458","12","1674"
"bytecode","3135","2575","12","1580"
"slide","3193","2596","12","1560"
"logout","3164","2553","12","1598"
"rally","3184","2396","12","1725"
"jstree","3167","2361","12","1757"
"getjson","3154","2344","12","1767"
"workflow-foundation","3217","2857","12","1375"
"readline","3185","2870","12","1361"
"utc","3212","2885","12","1351"
"unix-timestamp","3210","2828","12","1395"
"target","3200","2836","12","1388"
"html-form","3159","2742","12","1454"
"shortcut","3192","2747","12","1452"
"layer","3169","2804","12","1408"
"ribbon","3194","2777","12","1428"
"ifstream","3162","2738","12","1462"
"priority-queue","3183","2649","12","1526"
"org-mode","3174","2653","12","1523"
"android-preferences","3128","2603","12","1557"
"favicon","3151","3405","12","1089"
"bukkit","3137","3389","12","1097"
"timepicker","3206","3459","12","1059"
"monitor","3181","3431","12","1072"
"outputstream","3173","3349","12","1115"
"webfonts","3214","3361","12","1109"
"yesod","3219","3379","12","1101"
"signals-slots","3189","3189","12","1189"
"uibezierpath","3204","3208","12","1180"
"mex","3180","3218","12","1176"
"key-bindings","3165","3219","12","1176"
"overlap","3172","3276","12","1147"
"node-webkit","3178","3292","12","1137"
"typeahead.js","3202","3301","12","1133"
"implicit-conversion","3161","3011","12","1281"
"agile","3126","3000","12","1285"
"silex","3191","2991","12","1293"
"stdvector","3197","2949","12","1317"
"serversocket","3188","3062","12","1254"
"fgets","3150","3055","12","1257"
"freeze","3149","3049","12","1260"
"entitymanager","3152","3045","12","1262"
"exif","3153","3100","12","1229"
"trace","3207","3092","12","1232"
"django-haystack","3141","3162","12","1201"
"intentfilter","3160","3131","12","1217"
"google-play-games","3157","3116","12","1223"
"functional-testing","3148","3125","12","1221"
"ecmascript-5","3140","4226","12","808"
"codemirror","3146","4194","12","815"
"azure-storage-tables","3131","4195","12","814"
"data-migration","3144","4105","12","841"
"uppercase","3209","4184","12","818"
"at-command","3134","3873","12","917"
"authorize.net","3133","3896","12","910"
"read-eval-print-loop","3186","3789","12","943"
"unit-of-work","3211","3798","12","940"
"nopcommerce","3177","3809","12","937"
"spam","3198","3953","12","891"
"alfresco-share","3127","3912","12","904"
"jscript","3166","3990","12","879"
"buffer-overflow","3136","3991","12","879"
"wtforms","3216","4036","12","862"
"dto","3138","3507","12","1039"
"ear","3139","3510","12","1038"
"temp-tables","3201","3497","12","1045"
"superclass","3199","3538","12","1028"
"android-menu","3129","3589","12","1009"
"codec","3147","3728","12","962"
"scalatest","3195","3701","12","971"
"numerical-methods","3176","3699","12","972"
"django-celery","3142","3705","12","970"
"css-tables","3145","3623","12","999"
"google-cast","3155","3626","12","998"
"windows-applications","3213","3605","12","1003"
"signalr-hub","3190","3653","12","991"
"plyr","3170","2280","12","1832"
"new-operator","3179","2281","12","1832"
"pyramid","3182","2185","12","1929"
"uibarbuttonitem","3203","2179","12","1937"
"uisplitviewcontroller","3208","2168","12","1954"
"highlight","3158","2218","12","1899"
"watir","3215","2057","12","2094"
"database-schema","3143","1875","12","2336"
"observablecollection","3175","1955","12","2217"
"typedef","3205","1986","12","2179"
"sendmail","3187","1830","12","2421"
"standards","3196","1685","12","2674"
"plist","3171","1513","12","3044"
"automatic-ref-counting","3132","1326","12","3546"
"google-plus","3156","1168","12","4102"
"ninject","3258","1330","11","3527"
"asset-pipeline","3317","1433","11","3251"
"updatepanel","3227","1471","11","3146"
"search-engine","3241","1660","11","2722"
"repeater","3255","1807","11","2454"
